"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","pid","Impulsivity[Imp1]","Impulsivity[Imp2]","Impulsivity[Imp3]","Impulsivity[Imp4]","Impulsivity[Imp5]","Impulsivity[Imp6]","Impulsivity[Imp7]","Impulsivity[Imp8]","Impulsivity[Imp9]","Impulsivity[Imp10]","Impulsivity[Imp11]","Impulsivity[Imp12]","Impulsivity[Imp13]","Impulsivity[Imp14]","Impulsivity[Imp15]","Anxiety[Anx1]","Anxiety[Anx2]","Anxiety[Anx3]","Anxiety[Anx4]","Anxiety[Anx5]","SelfControl[SC1]","SelfControl[SC2]","SelfControl[SC3]","SelfControl[SC4]","SelfControl[SC5]","SelfControl[SC6]","SelfControl[SCATC]","SelfControl[SC7]","SelfControl[SC8]","SelfControl[SC9]","SelfControl[SC10]","SelfControl[SC11]","SelfControl[SC12]","SelfControl[SC13]","FOMO[Fomo1]","FOMO[Fomo2]","FOMO[Fomo3]","FOMO[Fomo4]","FOMO[Fomo5]","thx","ifyes","OtherIntervention","anleitungandroid","whyNotIntereseted","whyNotInstalled","ifno"
"336","2025-02-27 22:45:13","3","en","119595459","2025-02-27 22:38:31","2025-02-27 22:45:13","67157464ac9c6c542caac3c7","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","3 (often)","2 (occasionally)","3 (often)","2 (occasionally)","4 (almost always)","4 (almost always)","1 (rarely/never)","2 (occasionally)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","2","2","1 (not at all)","3","2","2","5 (very much)","3","2","2","1 (not at all)","5 (very much)","2","2","2","2","1 (totally disagree)","1 (totally disagree)","3","Yes","Yes","No","Yes",,,""
"337","2025-02-28 19:15:42","3","en","438027337","2025-02-28 19:12:09","2025-02-28 19:15:42","677427b623835e55d33ecd70","1 (rarely/never)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","4 (almost always)","4 (almost always)","4 (almost always)","3 (often)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","3 (often)","1 (rarely/never)","1 (rarely/never)","2 (often)","2 (often)","2 (often)","1 (sometimes)","1 (sometimes)","4","3","2","3","3","4","5 (very much)","5 (very much)","4","3","2","3","3","2","4","4","3","1 (totally disagree)","1 (totally disagree)","No","N/A","N/A","N/A","Not confident apk will not take my data. ",,""
"338","2025-02-28 19:29:07","3","en","879567369","2025-02-28 19:12:14","2025-02-28 19:29:07","6658b7f8aab263fcab6c8f97","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","4 (almost always)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","3 (often)","1 (sometimes)","2 (often)","1 (sometimes)","2 (often)","1 (sometimes)","2","3","4","2","4","4","5 (very much)","4","2","5 (very much)","4","4","4","2","2","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"340","2025-02-28 19:14:41","3","en","745231044","2025-02-28 19:12:36","2025-02-28 19:14:41","66098ccb8d0db61d5a55704d","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","2 (occasionally)","3 (often)","2 (occasionally)","3 (often)","2 (often)","1 (sometimes)","2 (often)","2 (often)","2 (often)","3","2","1 (not at all)","3","2","4","5 (very much)","2","4","4","2","4","2","3","2","2","2","2","2","Yes","Yes","Yes","Yes",,,""
"341","2025-02-28 19:19:55","3","en","1585676735","2025-02-28 19:12:53","2025-02-28 19:19:55","5b68c9eb87af310001584803","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","3 (often)","2 (occasionally)","1 (sometimes)","1 (sometimes)","0 (almost never)","1 (sometimes)","0 (almost never)","2","5 (very much)","4","1 (not at all)","5 (very much)","1 (not at all)","5 (very much)","5 (very much)","1 (not at all)","2","4","2","4","5 (very much)","4","5 (totally agree)","4","5 (totally agree)","5 (totally agree)","Yes","Yes","No","Yes",,,""
"342","2025-02-28 19:17:55","3","en","132007739","2025-02-28 19:12:56","2025-02-28 19:17:55","5c93e5293a673a0001869096","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","3 (often)","3 (often)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","0 (almost never)","1 (sometimes)","0 (almost never)","0 (almost never)","3","3","2","4","3","2","5 (very much)","2","3","3","2","5 (very much)","2","2","2","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","No",,"will not install on android 15",""
"343","2025-02-28 19:20:23","3","en","1183053025","2025-02-28 19:13:10","2025-02-28 19:20:23","5ee637a18976fc391312fe01","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (often)","3 (often)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","1 (rarely/never)","2 (often)","3 (almost always)","3 (almost always)","2 (often)","3 (almost always)","2","5 (very much)","2","2","4","2","5 (very much)","5 (very much)","2","3","2","4","4","3","4","4","4","3","4","Yes","Yes","No","Yes",,,""
"344","2025-02-28 19:20:16","3","en","630331856","2025-02-28 19:13:20","2025-02-28 19:20:16","5d514a73f20feb00160b5e0e","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","4 (almost always)","2 (occasionally)","2 (occasionally)","4 (almost always)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","3 (often)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","0 (almost never)","2","3","3","2","2","1 (not at all)","5 (very much)","4","2","2","4","3","4","4","3","4","3","1 (totally disagree)","2","No","N/A","N/A","N/A","I have an older smartphone that is on Android 9.0 and was not aware that 10.0 or higher would be needed when I commenced this survey",,""
"345","2025-02-28 19:19:46","3","en","1376878258","2025-02-28 19:14:01","2025-02-28 19:19:46","60a265fa5eb65e4e5caf297c","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","3 (often)","3 (often)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","1 (sometimes)","1 (sometimes)","2 (often)","2 (often)","2 (often)","4","3","2","2","3","3","5 (very much)","4","3","3","4","4","2","2","2","4","2","2","3","Yes","Yes","No","No",,"Phone blocked the install even after changing settings",""
"348","2025-02-28 19:20:52","3","en","1356081318","2025-02-28 19:14:31","2025-02-28 19:20:52","667178d77f8b6ed980c256ff","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","3 (often)","3 (often)","4 (almost always)","4 (almost always)","4 (almost always)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","3 (often)","3 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","2","4","1 (not at all)","2","1 (not at all)","3","5 (very much)","3","4","2","2","3","3","1 (not at all)","2","2","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","No","N/A","N/A","N/A","I don't feel as though I use social media frequently enough for my data to be of any use to this study.",,""
"350","2025-02-28 19:21:19","3","en","1334172003","2025-02-28 19:16:30","2025-02-28 19:21:19","6773d7cc871ac6f687bd7758","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","4 (almost always)","4 (almost always)","3 (often)","4 (almost always)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","0 (almost never)","0 (almost never)","1 (sometimes)","1 (sometimes)","5 (very much)","2","1 (not at all)","1 (not at all)","1 (not at all)","5 (very much)","5 (very much)","2","5 (very much)","1 (not at all)","1 (not at all)","5 (very much)","1 (not at all)","1 (not at all)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","No","N/A","N/A","Just for the experience it offers",,""
"351","2025-02-28 19:25:07","3","en","1563278472","2025-02-28 19:19:13","2025-02-28 19:25:07","60919018ce223dc3906d7a7e","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","4 (almost always)","4 (almost always)","2 (often)","2 (often)","2 (often)","2 (often)","2 (often)","1 (not at all)","5 (very much)","4","3","4","1 (not at all)","5 (very much)","5 (very much)","1 (not at all)","4","4","1 (not at all)","5 (very much)","5 (very much)","4","4","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"352","2025-02-28 19:32:56","3","en","1430526776","2025-02-28 19:19:37","2025-02-28 19:32:56","5f32b7f2702b80025cb3ca31","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","4 (almost always)","3 (often)","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","2 (occasionally)","2 (often)","1 (sometimes)","1 (sometimes)","0 (almost never)","1 (sometimes)","2","4","1 (not at all)","2","3","4","5 (very much)","5 (very much)","3","2","2","4","3","2","4","3","3","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"354","2025-02-28 19:23:33","3","en","468093557","2025-02-28 19:21:26","2025-02-28 19:23:33","667178d77f8b6ed980c256ff","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","3 (often)","3 (often)","4 (almost always)","4 (almost always)","4 (almost always)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","3 (often)","3 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","2","3","1 (not at all)","2","1 (not at all)","2","5 (very much)","3","4","1 (not at all)","2","3","3","1 (not at all)","2","2","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","No","N/A","N/A","N/A","I feel as though I don't use social media enough for my data to be useful in this study.",,""
"356","2025-02-28 19:28:16","3","en","939285437","2025-02-28 19:26:25","2025-02-28 19:28:16","5a2ef9bbfd28e9000102ee68","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","3 (often)","4 (almost always)","2 (occasionally)","1 (rarely/never)","3 (often)","4 (almost always)","1 (rarely/never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","3","3","1 (not at all)","2","2","3","5 (very much)","3","3","2","2","5 (very much)","2","2","3","2","2","2","2","Yes","Yes","Yes","Yes",,,""
"357","2025-02-28 19:36:43","3","en","1875256804","2025-02-28 19:28:32","2025-02-28 19:36:43","6765e84a9352323bd525b324","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","1 (sometimes)","2 (often)","2 (often)","2 (often)","2 (often)","4","4","3","3","3","4","5 (very much)","5 (very much)","3","3","3","4","4","4","4","4","1 (totally disagree)","3","3","Yes","Yes","No","Yes",,,""
"358","2025-02-28 19:34:48","3","en","973115584","2025-02-28 19:33:44","2025-02-28 19:34:48","679a0366c8793f4845badfd6","3 (often)","2 (occasionally)","3 (often)","3 (often)","4 (almost always)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","1 (rarely/never)","3 (often)","1 (sometimes)","1 (sometimes)","2 (often)","2 (often)","2 (often)","2","2","3","3","4","4","5 (very much)","3","4","4","3","4","4","3","4","3","4","3","2","Yes","Yes","Yes","Yes",,,""
"361","2025-02-28 19:59:23","3","en","19907110","2025-02-28 19:56:22","2025-02-28 19:59:23","6760719d1b1c260c80c978a1","4 (almost always)","3 (often)","3 (often)","4 (almost always)","3 (often)","4 (almost always)","2 (occasionally)","4 (almost always)","3 (often)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","3 (often)","2 (occasionally)","2 (occasionally)","1 (sometimes)","0 (almost never)","1 (sometimes)","0 (almost never)","0 (almost never)","2","4","5 (very much)","1 (not at all)","3","3","5 (very much)","3","2","4","2","3","4","3","4","4","5 (totally agree)","3","5 (totally agree)","Yes","Yes","No","Yes",,,""
"364","2025-03-02 14:07:23","3","en","83420081","2025-03-02 13:49:11","2025-03-02 14:07:23","676998e4f6daae6e1a643595","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","3 (often)","2 (occasionally)","2 (often)","2 (often)","3 (almost always)","3 (almost always)","3 (almost always)","2","4","2","1 (not at all)","3","4","5 (very much)","4","2","4","4","3","3","2","5 (totally agree)","5 (totally agree)","5 (totally agree)","4","5 (totally agree)","Yes","Yes","No","Yes",,,""
"365","2025-03-02 14:03:05","3","en","580560415","2025-03-02 13:53:30","2025-03-02 14:03:05","676071994f8552a8e0398a21","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (often)","4 (almost always)","2 (occasionally)","2 (occasionally)","2 (occasionally)","4 (almost always)","4 (almost always)","3 (often)","2 (occasionally)","3 (often)","3 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","2","4","3","5 (very much)","4","2","5 (very much)","5 (very much)","2","3","4","3","3","2","4","5 (totally agree)","5 (totally agree)","4","5 (totally agree)","Yes","Yes","No","Yes",,,""
"366","2025-03-02 14:02:19","3","en","753782029","2025-03-02 13:55:42","2025-03-02 14:02:19","6709d766da2307f9438df9ee","2 (occasionally)","2 (occasionally)","3 (often)","4 (almost always)","1 (rarely/never)","4 (almost always)","4 (almost always)","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","4","3","4","5 (very much)","4","3","5 (very much)","4","1 (not at all)","3","4","5 (very much)","5 (very much)","4","4","2","4","3","5 (totally agree)","Yes","Yes","No","Yes",,,""
"367","2025-03-02 14:22:15","3","en","685188018","2025-03-02 13:57:35","2025-03-02 14:22:15","63038a65256095f603d05062","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","3 (often)","4 (almost always)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","3 (often)","0 (almost never)","1 (sometimes)","1 (sometimes)","2 (often)","2 (often)","2","2","2","1 (not at all)","1 (not at all)","3","5 (very much)","4","2","3","2","4","3","3","4","3","3","2","4","Yes","Yes","No","Yes",,,""
"368","2025-03-02 14:33:50","3","en","1305252709","2025-03-02 14:16:07","2025-03-02 14:33:50","595a52b2e05ca8000133f5d0","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (often)","2 (often)","2 (often)","1 (sometimes)","1 (sometimes)","2","4","2","2","3","2","5 (very much)","2","2","2","3","4","3","2","4","2","3","2","4","Yes","Yes","No","Yes",,,""
"369","2025-03-02 14:45:27","3","en","2019413589","2025-03-02 14:30:28","2025-03-02 14:45:27","5869950b8596530001079aba","2 (occasionally)","3 (often)","3 (often)","3 (often)","2 (occasionally)","4 (almost always)","3 (often)","3 (often)","1 (rarely/never)","2 (occasionally)","3 (often)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","4 (almost always)","2 (often)","3 (almost always)","3 (almost always)","2 (often)","2 (often)","2","3","3","4","2","4","5 (very much)","5 (very much)","1 (not at all)","3","5 (very much)","3","3","3","4","5 (totally agree)","3","4","4","Yes","Yes","No","Yes",,,""
"370","2025-03-03 17:36:47","3","en","47534767","2025-03-03 17:31:41","2025-03-03 17:36:47","63d8073e2f2480e62ba8d4b9","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","2 (occasionally)","0 (almost never)","2 (often)","1 (sometimes)","1 (sometimes)","1 (sometimes)","3","3","2","1 (not at all)","2","4","5 (very much)","4","1 (not at all)","2","2","2","3","2","3","3","2","2","3","Yes","Yes","No","No",,"App was blocked by my phone because it says its was made for an older version of Android and does not have the latest privacy settings.",""
"371","2025-03-03 17:38:14","3","en","1498570759","2025-03-03 17:32:55","2025-03-03 17:38:14","676584cbf19baa00a4c04ccd","2 (occasionally)","3 (often)","3 (often)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","2 (often)","2 (often)","1 (sometimes)","1 (sometimes)","2 (often)","3","4","4","4","3","3","5 (very much)","5 (very much)","1 (not at all)","5 (very much)","4","2","3","3","5 (totally agree)","5 (totally agree)","2","2","4","Yes","Yes","Yes","Yes",,,""
"372","2025-03-05 14:08:05","3","en","257622324","2025-03-05 13:58:58","2025-03-05 14:08:05","676591ca13e3f269c4bd0ca0","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (sometimes)","1 (sometimes)","2 (often)","2 (often)","1 (sometimes)","3","2","2","1 (not at all)","4","3","2","4","2","3","3","4","4","3","3","3","2","4","3","Yes","Yes","No","Yes",,,""
"373","2025-03-05 14:13:01","3","en","1569797594","2025-03-05 14:03:57","2025-03-05 14:13:01","659abd5f91e97f5662906c3f","2 (occasionally)","3 (often)","3 (often)","4 (almost always)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","3 (often)","1 (rarely/never)","2 (often)","2 (often)","2 (often)","3 (almost always)","2 (often)","2","4","2","4","5 (very much)","2","5 (very much)","4","2","4","4","3","4","5 (very much)","1 (totally disagree)","1 (totally disagree)","2","2","4","Yes","Yes","No","Yes",,,""
